,Annotator,Paper,Cited-by,Follow-up,Citation,Context,Cleaned_context
386,A,P05-1045,W11-1907,1,"(Finkel et al., 2005)","These annotations are created by a pipeline of preprocessing components. We use theStanford MaxentTagger (Toutanova et al., 2003) for partof-speech tagging, and theStanford Named Entity Recognizer (Finkel et al., 2005) for annotating named entities. In order to derive syntactic information, we use theCharniak/Johnson reranking parser (Charniak and Johnson, 2005) combined with a constituent-to-dependency conversion Tool ( treebank_converter ).",These annotations are created by pipeline of preprocessing components use theStanford MaxentTagger for partof speech tagging and theStanford Named Entity Recognizer for annotating named entities order to derive syntactic information we use reranking parser combined with constituent to dependency conversion Tool
387,A,P05-1045,W11-1908,1,"(Finkel et al., 2005)","First, we create a list ofcandidate mentionsby merging basic NP chunks with named entities. NP chunks are computed from the parse trees provided in the CoNLL distribution, Named entities are extracted with the Stanford NER tool (Finkel et al., 2005). For each candidate mention, we store it minimal and maximal span.",we create list ofcandidate mentionsby merging basic chunks with named entities chunks are computed from the parse trees provided in the distribution Named entities are extracted with the tool For each candidate mention we store it minimal and maximal span
388,A,P05-1045,W11-2202,1,"(Finkel et al., 2005)","Data Evaluation was performed on a corpus of blogs describing United States politics in 2008 (Eisenstein and Xing, 2010). We ran the Stanford Named Entity Recognition system (Finkel et al., 2005) to obtain a set of 25,000 candidate mentions which the system judged to be names of people. We then pruned strings that appeared fewer than four times and eliminated strings with more than seven tokens (these were usually errors).",Data Evaluation was performed on corpus of blogs describing United States politics in ran the Stanford Named Entity Recognition system to obtain set of candidate mentions which the system judged to be names of people then pruned strings that appeared fewer than four times and eliminated strings with more than seven tokens
389,A,P05-1045,W11-2705,1,"(Finkel et al., 2005)","For question classification, we used Li and Roth (2002) taxonomy and a machine learning-based classifier fed with features derived from a rule-based classifier (Silva et al., 2011). For the learning of patterns we used the top 64 documents retrieved by Google and to recognize the named entities in the pattern we apply several strategies, namely: 1) the Stanford’s Conditional Random-Field-based named entity recognizer (Finkel et al., 2005) to detect entities of type HUMAN; 2) regular expressions to detect NUMERIC and DATE type entities; 3) gazetteers to detect entities of type LOCATION. For the generation of questions we used the top 16 documents retrieved by the Google for 9 personalities from several domains, like literature (e.g., Jane Austen) and politics (e.g., Adolf Hitler).",For question classification we used taxonomy and machine learning based classifier fed with features derived from rule based classifier For the learning of patterns we used the top documents retrieved by and to recognize the named entities in the pattern we apply several strategies namely the Stanford Conditional Random Field based named entity recognizer to detect entities of type regular expressions to detect and type entities gazetteers to detect entities of type For the generation of questions we used the top documents retrieved by the for personalities from several domains like literature and politics
390,A,P05-1045,W12-0102,1,"(Finkel et al., 2005)","If more named entities cooccur in two documents, they are very likely to talk about the same event or subject and thus should be more comparable. We use Stanford named entity recognizer7 to extract named entities from the texts (Finkel et al., 2005). Again, cosine is then applied to measure the similarity of named entities (denoted by WN ) between a document pair.",more named entities cooccur in documents they are very likely to talk about the same event or subject and thus should be more comparable use named entity to extract named entities from the texts Again cosine is then applied to measure the similarity of named entities between document pair
391,A,P05-1045,W12-0103,1,"(Finkel et al., 2005)","In order to obtain the Level2 representation of these corpora, the documents and the test sets must be annotated. For the annotation pipeline we use the TnT POS tagger (Brants, 2000), WordNet (Fellbaum, 1998), the YamCha chunker (Kudo and Matsumoto, 2003), the Stanford NERC (Finkel et al., 2005), and an in-house temporal expressions recogniser. Table 2 shows some statistics for the parallel corpus and the two different levels of annotation.",order to obtain the representation of these corpora the documents and the test sets must be annotated For the annotation pipeline we use the tagger WordNet the chunker the and an in house temporal expressions recogniser Table shows some statistics for the parallel corpus and the different levels of annotation
392,A,P05-1045,W12-0604,1,"(Finkel et al., 2005)","For the multi-class experiment, we use the 350 blogs corresponding to the 7 categories. Both the blogs and the Wikipedia articles were tagged using the Stanford Named Entity Recognizer (Finkel et al., 2005), which labels the entities according to these types: Time, Location, Organization, Person, Money, Percent, Date, and Miscellaneous. After several tests, we found that Location, Organization, Person and Miscellaneous were the most useful for topic classification, and we thus ignored the rest for the results presented here.",For the multi class experiment we use the blogs corresponding to the categories Both the blogs and the articles were tagged using the Stanford Named Entity Recognizer which labels the entities according to these types Time Location Organization Person Money Percent Date and Miscellaneous After several tests we found that Location Organization Person and Miscellaneous were the most useful for topic classification and we thus ignored the rest for the results presented here
393,A,P05-1045,W12-2007,1,"(Finkel et al., 2005)","We use the pattern of predicate matches against the TextRunner database to assess the degree and the equivocality of the connection between NE and NP. We use the Stanford Named Entity Recognizer (Finkel et al., 2005) that tags named entities as people, locations, organizations, and miscellaneous. We annotated a sample of 90 essays for named entities; the sample yielded 442 tokens, which we classified as shown in Table 2.",use the pattern of predicate matches against the database to assess the degree and the equivocality of the connection between and use the Stanford Named Entity Recognizer that tags named entities as people locations organizations and miscellaneous annotated sample of essays for named entities the sample yielded tokens which we classified as shown in Table
394,A,P05-1045,W12-2408,1,"(Finkel et al., 2005)","NER has long been studied by the research community and many different approaches have been developed (Tjong Kim Sang and De Meulder, 2003; Doddington et al., 2004). One successful and freely available named entity recognizer is the Stanford NER system (Finkel et al., 2005), which provides an implementation of linear chain CRF sequence models, coupled with well-engineered feature extractors for NER, and trained with newswire documents. As already mentioned, we first selected and ran several existing de-identification and NER systems detecting person names in our clinical documents.",has long been studied by the research community and many different approaches have been developed successful and freely available named entity recognizer is the system which provides an implementation of linear chain sequence models coupled with well engineered feature extractors for and trained with newswire documents already mentioned we selected and ran several existing de identification and systems detecting person names in our clinical documents
395,A,P05-1045,W12-2903,1,"(Finkel et al., 2005)","Each dialog was processed using the Stanford Core NLP tools. The Stanford tools perform part of speech tagging (Toutanova et al., 2003), constituent and dependency parsing (Klein and Manning, 2003), named entity recognition (Finkel et al., 2005), and coreference resolution (Lee et al., 2011). From the output of the Stanford tools, the following features were extracted for each utterance: word bigrams (pairs of adjacent words); dependency-head relations, along with the type of dependency relation (basically, governors — e.g., verbs — and their dependents — e.g., nouns); named entities (persons, organizations, etc.); and the whole utterance.",Each dialog was processed using the Core tools The tools perform part of speech tagging constituent and dependency parsing named entity recognition and coreference resolution From the output of the tools the following features were extracted for each utterance word bigrams dependency head relations along with the type of dependency relation named entities and the whole utterance
396,A,P05-1045,W12-3109,1,"(Finkel et al., 2005)","Another aspect that might pose a potential problem to MT is the occurrence of words that were only observed a few times or in very particular contexts, as it is often the case for Named Entities. We used the Stanford NER Tagger (Finkel et al., 2005) to detect words that belong to one of four groups: Person, Location, Organization and Misc. Each group is represented by a binary feature.",Another aspect that might pose potential problem to is the occurrence of words that were only observed few times or in very particular contexts as it is often the case for Named used the to detect words that belong to of groups Person Location Organization and Misc Each group is represented by binary feature
397,A,P05-1045,W13-0905,1,"(Finkel et al., 2005)","The selectional restrictions, however, are not linked to any lexicons so a mapping was constructed in order to allow for automated detection of preference violations. Our first experiment utilizes WN, VN, and the Stanford Parser (de Marneffe et al., 2006) and Named Entity Recognizer (Finkel et al., 2005). The Stanford Parser identifies the verbs, as well as their corresponding subjects and direct objects.",The selectional restrictions however are not linked to any lexicons so mapping was constructed in order to allow for automated detection of preference violations Our experiment utilizes and the and Named Entity Recognizer The identifies the verbs as well as their corresponding subjects and direct objects
398,A,P05-1045,W13-1101,0,"(e.g., Finkel et al., 2005)","In general, language models could be used for more context-sensitive spelling correction. Given the preponderance of terms on the web, using a named entity recognizer (e.g., Finkel et al., 2005) for preprocessing may also provide benefits. We would like to thank Giuseppe Attardi for his help in using DeSR; Can Liu, Shoshana Berleant, and the IU CL discussion group for discussion; and the three anonymous reviewers for their helpful comments.",general language models could be used for more context sensitive spelling correction Given the preponderance of terms on the web using named entity recognizer for preprocessing may also provide benefits would like to thank Attardi for his help in using Can Liu Shoshana Berleant and the discussion group for discussion and the anonymous reviewers for their helpful comments
399,A,P05-1045,W13-2234,1,"(Finkel et al., 2005)","Semantic. We extract further information indicating whether a named entity, as identified by the Stanford NE Recognizer (Finkel et al., 2005) begins at wi. These features are relevant as there 5Realization of the classes D and N as lexical items is straightforward.",Semantic extract further information indicating whether named entity as identified by the begins at wi These features are relevant as there of the classes and as lexical items is straightforward
400,A,P05-1045,W13-2414,0,"(Finkel et al., 2005)","We have evaluated two schemas with a limited number of the NE categories. In the first more common (Finkel et al., 2005) schema, all PNs are divided into four MUC categories, i.e. person, organization, location and other. In the other schema, assuming a separate phases for PN recognition and classification (Al-Rfou’ and Skiena, 2012), we mapped all the PN categories to a single category, namely NAM.",have evaluated schemas with limited number of the categories the more common schema all are divided into categories person organization location and other the other schema assuming separate phases for recognition and classification we mapped all the categories to single category namely
401,A,P05-1045,W13-3516,1,"(Finkel et al., 2005)","In addition to automatically predicting the arguments, we also trained the IMS system to tag PropBank frameset IDs. English BC 1671 80.17 77.20 78.66 BN 2180 88.95 85.69 87.29 MZ 1161 82.74 82.17 82.45 NW 4679 86.79 84.25 85.50 TC 362 74.09 61.60 67.27 WB 1133 77.72 68.05 72.56 Overall 11186 84.04 80.86 82.42 Chinese BC 667 72.49 58.47 64.73 BN 3158 82.17 71.50 76.46 NW 1453 86.11 76.39 80.96 MZ 1043 65.16 56.66 60.62 TC 200 48.00 60.00 53.33 WB 886 80.60 51.13 62.57 Overall 7407 78.20 66.45 71.85 4.4 Named Entities We retrained the Stanford named entity recognizer20 (Finkel et al., 2005) on the OntoNotes data. Table 6 shows the performance details for all the languages across all 18 name types broken down by genre.",addition to automatically predicting the arguments we also trained the system to tag PropBank frameset Overall Chinese Overall Named Entities retrained the named entity on the data Table shows the performance details for all the languages across all name types broken down by genre
402,A,P05-1045,W13-4008,1,"(Finkel et al., 2005)","For example, ‘Joker’,‘Clarke Kent’ are related to ‘Batman’ and ‘Darth Vader’, ‘Yoda’ to ‘Star Wars’. To extract the extended targets, we capture named entities (NE) from the Wikipedia page of the debate topic (fetched using jsoup java library) using the Stanford Named Entity Recognizer (Finkel et al., 2005) and sort them based on their page occurrence count. Out of top-k (k = 20) NEs, some can belong to both of the debate topics.",For example Joker Clarke Kent are related to and Darth Vader Yoda to Star Wars extract the extended targets we capture named entities from the Wikipedia page of the debate topic using the Stanford Named Entity Recognizer and sort them based on their page occurrence count Out of top some can belong to both of the debate topics
403,B,P05-1045,C10-1064,1,"(Finkel et al., 2005)","The annotation for English sentences is divided into two subtasks: entity mention recognition and relation detection. We utilized an offthe-shelf system, Stanford Named Entity Recognizer 4 (Finkel et al., 2005) for detecting entity mentions on the English sentences. The total number of English entities detected was 285,566.",The annotation for sentences is divided into subtasks entity mention recognition and relation detection utilized an offthe shelf system Stanford Named Entity Recognizer for detecting entity mentions on the sentences The total number of entities detected was
404,B,P05-1045,C10-1083,1,"(Finkel et al., 2005)","Here we employ a simple but representative technique to demonstrate the feasibility of discovering interesting new aspects for augmenting the ontology. We first extract named entities from scattered opinions DT using Stanford Named Entity Recognizer (Finkel et al., 2005). After that, we rank the phrases by pointwise Mutual Information (MI): where T is the given topic and ph refers to a candidate entity phrase.",Here we employ simple but representative technique to demonstrate the feasibility of discovering interesting new aspects for augmenting the ontology first extract named entities from scattered opinions using Stanford Named Entity Recognizer After that we rank the phrases by pointwise Mutual Information where is the given topic and ph refers to candidate entity phrase
405,B,P05-1045,C10-1087,1,"(Finkel et al., 2005)","This section describes this system’s architecture; the methods by which it was augmented to address discourse are presented in Section 5. Preprocessing First, all documents are parsed and processed with standard tools for named entity recognition (Finkel et al., 2005) and coreference resolution. For the latter purpose, we use OpenNLP and enable the substitution of coreferring terms.",This section describes this system architecture the methods by which it was augmented to address discourse are presented in Section Preprocessing First all documents are parsed and processed with standard tools for named entity recognition and coreference resolution For the latter purpose we use and enable the substitution of coreferring terms
406,B,P05-1045,C10-1091,1,(Finkel et al. 2005),"In the last example, to measure the sentiment of PP, we apply rule for the verb ‘end’ from the “Termination of activity” class, which reverses the non-neutral polarity of subject (in intransitive use of verb) or object (in transitive use of verb). For example, the polarity of both sentences ‘My whole enthusiasm and excitement disappear like a bubble touching a hot needle’ and ‘They discontinued helping children’ is negative. 5 Decision on Attitude Label The decision on the most appropriate final label for the clause, in case @AM annotates it using different attitude types according to the words with multiple annotations (e.g., see word ‘unfriendly’ in Table 1) or based on the availability of the words conveying different attitude types, is made based on the analysis of: 1) morphological tags of nominal heads and their premodifiers in the clause (e.g., first person pronoun, third person pronoun, demonstrative pronoun, nominative or genitive noun, etc.); 2) the sequence of hypernymic semantic relations of a particular noun in WordNet (Miller, 1990), which allows to determine its conceptual domain (e.g., “person, human being”, “artifact”, “event”, etc.); 3) the annotations from the Stanford Named Entity Recognizer (Finkel et al. 2005) that labels PERSON, ORGANIZATION, and LOCATION entities. For ex., ‘I feel highly unfriendly attitude towards me’ conveys emotion (‘NEG aff’: ‘sadness’), while ‘The shop assistant’s behavior was really unfriendly’ and ‘Plastic bags are environment unfriendly’ express judgment (‘NEG jud’) and appreciation (‘NEG app’), correspondingly. 6 Evaluation For the experiments, we used our own data set, as, to the best of our knowledge, there is no publicly available data set of sentences annotated by the fine-grained labels proposed in our work.",the last example to measure the sentiment of we apply rule for the verb end from the Termination of activity class which reverses the non neutral polarity of subject or object For example the polarity of both sentences whole enthusiasm and excitement disappear like bubble touching hot needle and They discontinued helping children is negative Decision on Attitude Label The decision on the most appropriate final label for the clause in case annotates it using different attitude types according to the words with multiple annotations or based on the availability of the words conveying different attitude types is made based on the analysis of morphological tags of nominal heads and their premodifiers in the clause the sequence of hypernymic semantic relations of particular noun in which allows to determine its conceptual domain the annotations from the Stanford Named Entity Recognizer that labels and entities For feel highly unfriendly attitude towards me conveys emotion while The shop assistant behavior was really unfriendly and Plastic bags are environment unfriendly express judgment and appreciation correspondingly Evaluation For the experiments we used our own data set as to the best of our knowledge there is no publicly available data set of sentences annotated by the fine grained labels proposed in our work
407,B,P05-1045,C10-1105,1,"(Finkel et al., 2005)","Semantic (5): We employ five semantic features. First, ifNPi is an NE, we create a feature whose value is the NE label ofNPi, as determined by the Stanford CRF-based NE recognizer (Finkel et al., 2005). However, ifNPi is a nominal, we create a feature that encodes the WordNet semantic class of which it is a hyponym, using the manually determined sense ofNPi. 4 Moreover, to improve generalization, we employ a feature whose value is the WordNet synset number of the head noun of a nominal.",Semantic employ semantic features ifNPi is an we create feature whose value is the label ofNPi as determined by the based recognizer However ifNPi is nominal we create feature that encodes the semantic class of which it is hyponym using the manually determined sense ofNPi Moreover to improve generalization we employ feature whose value is the synset number of the head noun of nominal
408,B,P05-1045,C10-1131,1,"(Finkel et al., 2005)","The parser was trained on the entire Penn TreeBank. The last step in the pipeline is named-entity tagging using Stanford NER Tagger (Finkel et al., 2005). Given an input text sentence and a hypothesis sentence, the task of RTE is to make predictions about whether or not the hypothesis can be entailed from the text sentence.",The parser was trained on the entire Penn TreeBank The last step in the pipeline is named entity tagging using Given an input text sentence and hypothesis sentence the task of is to make predictions about whether or not the hypothesis can be entailed from the text sentence
409,B,P05-1045,C10-2058,0,"(Downey et al., 2005; Sutton and McCallum, 2004; Finkel et al., 2005; Mann, 2007)","For example, if two GPE entities are involved in a “conflict-attack” event, then they are unlikely to be connected by a “part-whole” relation; “Mahmoud Abbas” and “Abu Mazen” are likely to be coreferential if they get involved in the same “life-born” event. Some prior work (Ji et al., 2005; Jing et al., 2007) demonstrated the effectiveness of using semantic relations to improve entity coreference resolution; while (Downey et al., 2005; Sutton and McCallum, 2004; Finkel et al., 2005; Mann, 2007) experimented with information fusion of relations across multiple documents. The TextRunner system (Banko et al., 2007)  can collapse and compress redundant facts extracted from multiple documents based on coreference resolution (Yates and Etzioni, 2009), semantic similarity computation and normalization.",For example if entities are involved in conflict attack event then they are unlikely to be connected by part whole relation Mahmoud Abbas and Abu Mazen are likely to be coreferential if they get involved in the same life born event Some prior work demonstrated the effectiveness of using semantic relations to improve entity coreference resolution while experimented with information fusion of relations across multiple documents The system can collapse and compress redundant facts extracted from multiple documents based on coreference resolution semantic similarity computation and normalization
410,B,P05-1045,C10-2078,1,"(Finkel et al., 2005)","While the instances were extracted from a news corpus, none of them are domain-specific and all expressions also occur in the BNC, which is a balanced, multi-domain corpus. To compute the features which we extract in the next section, all instances in our data sets were part-of-speech tagged by the MXPOST tagger (Ratnaparkhi, 1996), parsed with the MaltParser2, and named entity tagged with the Stanford NE tagger (Finkel et al., 2005). The lemmatization was done by RASP (Briscoe and Carroll, 2006).",While the instances were extracted from news corpus none of them are domain specific and all expressions also occur in the which is balanced multi domain corpus compute the features which we extract in the next section all instances in our data sets were part of speech tagged by the tagger parsed with the and named entity tagged with the tagger The lemmatization was done by
411,B,P05-1045,C10-3011,1,"(Finkel et al., 2005)","This module processes the word tokenized file and creates an indexed entry for every word in the Antelogue repository. Named Entity Recognizer tagging (NER): We integrated Stanford’s NER tagger (Finkel et al., 2005). NER processor.",This module processes the word tokenized file and creates an indexed entry for every word in the Antelogue repository Named Entity Recognizer tagging integrated tagger processor
412,B,P05-1045,D07-1033,3,"(Sutton and McCallum, 2004; Bunescu and Mooney, 2004; Finkel et al., 2005; Krishnan and Manning, 2006)","Although this limitation makes training and inference tractable, it also excludes the use of possibly useful “non-local” features that are accessible after all labels are determined. For example, non-local features such as “same phrases in a document do not have different entity classes” were shown to be useful in named entity recognition (Sutton and McCallum, 2004; Bunescu and Mooney, 2004; Finkel et al., 2005; Krishnan and Manning, 2006). We propose a new perceptron algorithm in this paper that can use non-local features along with local features.",Although this limitation makes training and inference tractable it also excludes the use of possibly useful non local features that are accessible after all labels are determined For example non local features such as same phrases in document do not have different entity classes were shown to be useful in named entity recognition propose new algorithm in this paper that can use non local features along with local features
413,B,P05-1045,D08-1035,0,"(e.g., Finkel 2005; Goldwater 2007)","The final segmentation is obtained by annealing the last 25,000 iterations to a temperature of zero. The use of annealing to obtain a maximum a posteriori (MAP) configuration from sampling-based inference is common (e.g., Finkel 2005; Goldwater 2007). The total running time of our system is on the order of three minutes per document.",The final segmentation is obtained by annealing the last iterations to temperature of The use of annealing to obtain maximum posteriori configuration from sampling based inference is common The total running time of our system is on the order of three minutes per document
414,B,P05-1045,D09-1101,1,"(Finkel et al., 2005)","Grammatical (1): The part-of-speech (POS) tag of wi obtained using the Stanford log-linear POS tagger (Toutanova et al., 2003). Semantic (1): The named entity (NE) tag ofwi obtained using the Stanford CRF-based NE recognizer (Finkel et al., 2005). Gazetteers (8): Eight dictionaries containing pronouns (77 entries), common words and words that are not names (399.6k), person names (83.6k), person titles and honorifics (761), vehicle words (226), location names (1.8k), company names (77.6k), and nouns extracted from WordNet that are hyponyms ofPERSON(6.3k).",Grammatical The part of speech tag of wi obtained using the log linear tagger Semantic The named entity tag ofwi obtained using the based recognizer Gazetteers dictionaries containing pronouns common words and words that are not names person names person titles and honorifics vehicle words location names company names and nouns extracted from that are hyponyms
415,B,P05-1045,D09-1119,0,"(Zhang et al., 2001; Sha and Pereira, 2003; Finkel et al., 2005; Ratinov and Roth, 2009)","In this work, we address the same question of determining the impact of lexical features on a different family of tasks: sequence labeling, as illustrated by named entity recognition and chunking. As discussed above, all state-of-the-art published methods rely on lexical features for such tasks (Zhang et al., 2001; Sha and Pereira, 2003; Finkel et al., 2005; Ratinov and Roth, 2009). Sequence labeling includes both a structural aspect (bracketing the chunks) and a tagging aspect (classifying the chunks).",this work we address the same question of determining the impact of lexical features on different family of tasks sequence labeling as illustrated by named entity recognition and chunking discussed above all state of the art published methods rely on lexical features for such tasks Sequence labeling includes both structural aspect and tagging aspect
416,B,P05-1045,D09-1120,1,"(Luo, 2005; Finkel and Manning, 2008)","At a high level, our system resembles a pairwise coreference model (Soon et al., 1999; Ng and Cardie, 2002; Bengston and Roth, 2008); for each mention mi, we select either a single-best antecedent amongst the previous mentions m1, . . . ,mi−1, or the NULL mention to indicate the underlying entity has not yet been evoked. Mentions are linearly ordered according to the position of the mention head with ties being broken by the larger node coming first. 4The MUC measure is problematic when the system predicts many more clusters than actually exist (Luo, 2005; Finkel and Manning, 2008); also, singleton clusters do not contribute to evaluation. While much research (Ng and Cardie, 2002; Culotta et al., 2007; Haghighi and Klein, 2007; Poon and Domingos, 2008; Finkel and Manning, 2008) has explored how to reconcile pairwise decisions to form coherent clusters, we simply take the transitive closure of our pairwise decision (as in Ng and Cardie (2002) and Bengston and Roth (2008)) which can and does cause system errors.",high level our system resembles pairwise coreference model for each mention mi we select either single best antecedent amongst the previous mentions or the mention to indicate the underlying entity has not yet been evoked Mentions are linearly ordered according to the position of the mention head with ties being broken by the larger node coming measure is problematic when the system predicts many more clusters than actually exist also singleton clusters do not contribute to evaluation While much research has explored how to reconcile pairwise decisions to form coherent clusters we simply take the transitive closure of our pairwise decision which can and does cause system errors
417,B,P05-1045,D09-1158,1,"(Finkel et al., 2005)","In this paper, we apply it to the problem of named entity recognition (NER). In this section, we describe the NER classifier and the features used in our experiments. 4.1 NER features We used the features generated by the CRF package (Finkel et al., 2005). These features include the word string feature, the case feature for the current word, the context words for the current word and their cases, the presence in dictionaries for the current word, the position of the current word in the sentence, prefix and suffix of the current word as well as the case information of the multiple occurrences of the current word.",this paper we apply it to the problem of named entity recognition this section we describe the classifier and the features used in our experiments features used the features generated by the package These features include the word string feature the case feature for the current word the context words for the current word and their cases the presence in dictionaries for the current word the position of the current word in the sentence prefix and suffix of the current word as well as the case information of the multiple occurrences of the current word
418,B,P05-1045,D10-1048,1,"(Finkel et al., 2005)","The syntactic information is used to identify the mention head words and to define the ordering of mentions in a given sentence (detailed in the next section). For a fair comparison with previous work, we do not use gold named entity labels or mention types but, instead, take the labels provided by the Stanford named entity recognizer (NER) (Finkel et al., 2005). 3.2 Evaluation Metrics We use three evaluation metrics widely used in the literature: (a) pairwise F1 (Ghosh, 2003) – computed over mention pairs in the same entity cluster; (b) MUC (Vilain et al., 1995) – which measures how many predicted clusters need to be merged to cover the gold clusters; and (c) B3 (Amit and Baldwin, 1998) – which uses the intersection between predicted and gold clusters for a given mention to mark correct mentions and the sizes of the the predicted and gold clusters as denominators for precision and recall, respectively. We refer the interested reader to (X.",The syntactic information is used to identify the mention head words and to define the ordering of mentions in given sentence For fair comparison with previous work we do not use gold named entity labels or mention types but instead take the labels provided by the named entity recognizer Evaluation Metrics use evaluation metrics widely used in the literature pairwise computed over mention pairs in the same entity cluster which measures how many predicted clusters need to be merged to cover the gold clusters and which uses the intersection between predicted and gold clusters for given mention to mark correct mentions and the sizes of the the predicted and gold clusters as denominators for precision and recall respectively refer the interested reader to
419,B,P05-1045,D10-1099,1,"(Finkel et al., 2005)","To summarize precisions across relations, we take their average, and their average weighted by the proportion of predicted instances for the given relation. We preprocess our textual data as follows: We first use the Stanford named entity recognizer (Finkel et al., 2005) to find entity mentions in the corpus. The NER tagger segments each document into sentences and classifies each token into four categories: PERSON, ORGANIZATION, LOCATION and NONE.",summarize precisions across relations we take their average and their average weighted by the proportion of predicted instances for the given relation preprocess our textual data as follows use the named entity recognizer to find entity mentions in the corpus The tagger segments each document into sentences and classifies each token into categories and
420,B,P05-1045,D11-1034,1,"(Finkel et al., 2005)","We focus on German-to-English. possible bias due to differences in punctuation conventions. Then, we use the Stanford Named Entity Recognizer (Finkel et al., 2005) to identify named entities, which we replace with a unique token (‘NE’). Next, we replace all nouns with their POS tag; we use the Stanford POS Tagger (Toutanova and Manning, 2000).",focus on to possible bias due to differences in punctuation conventions Then we use the Named Entity Recognizer to identify named entities which we replace with unique token we replace all nouns with their tag we use the Tagger
421,B,P05-1045,D11-1072,1,(Finkel05),"We first identify noun phrases that potentially denote named entities. We use the Stanford NER Tagger (Finkel05) to discover these and segment the text accordingly. Entity Candidates: For possible entities (with unique canonical names) that a mention could denote, we harness existing knowledge bases like DBpedia or YAGO.",identify noun phrases that potentially denote named entities use the to discover these and segment the text accordingly Entity Candidates For possible entities that mention could denote we harness existing knowledge bases like DBpedia or
422,B,P05-1045,D11-1075,1,"(Finkel et al., 2005)","The first data set contains a set of seminar announcements (Freitag and McCallum, 1999), annotated with four slot labels, namely stime (start time), etime (end time), speaker and location. We used as candidates all strings labeled in the annotated data as well as all named entities found by the Stanford NER tagger for CoNLL (Finkel et al., 2005). There are 309 seminar announcements with 2262 candidates in this data set.",The data set contains set of seminar announcements annotated with slot labels namely stime etime speaker and location used as candidates all strings labeled in the annotated data as well as all named entities found by the tagger for There are seminar announcements with candidates in this data set
423,B,P05-1045,D11-1135,1,"(Finkel et al., 2005)","First we employ Stanford tools to tokenize, sentence-split and Part-Of-Speech tag (Toutanova et al., 2003) a document. Next we recognize named entities (Finkel et al., 2005) by labelling tokens with PERSON, ORGANIZATION, LOCATION, MISC and NONE tags. Consecutive tokens which share the same category are assembled into entity mentions.",we employ tools to tokenize sentence split and Part Speech tag document we recognize named entities by labelling tokens with and tags Consecutive tokens which share the same category are assembled into entity mentions
424,B,P05-1045,D11-1141,2,"(Finkel et al., 2005)","We report results at segmenting named entities in Table 6. Compared with the state-of-the-art newstrained Stanford Named Entity Recognizer (Finkel et al., 2005), T-SEG obtains a 52% increase in F1 score. Because Twitter contains many distinctive, and infrequent entity types, gathering sufficient training data for named entity classification is a difficult task.",report results at segmenting named entities in Table Compared with the state of the art newstrained Stanford Named Entity Recognizer obtains increase in score Because contains many distinctive and infrequent entity types gathering sufficient training data for named entity classification is difficult task
425,B,P05-1045,D12-1009,0,"(Finkel et al., 2005)","The parent of block b is the random variable rb, and we alternate between sampling values of the latent classes z and the parents r. The sampling distributions are annealed, as a search technique to find the best configuration of assignments (Finkel et al., 2005). At temperature τ , we sample a block’s parent according to: For each conversation thread, any message is a candidate for the parent of block b (except b itself) including the dummy “start” block.",The parent of block is the random variable rb and we alternate between sampling values of the latent classes and the parents The sampling distributions are annealed as search technique to find the best configuration of assignments temperature we sample block parent according to For each conversation thread any message is candidate for the parent of block including the dummy start block
426,B,P05-1045,D12-1042,1,"(Finkel et al., 2005)","The first was developed by Riedel et al. (2010) by aligning Freebase3 relations with the New York Times (NYT) corpus. They used the Stanford named entity recognizer (Finkel et al., 2005) to find entity mentions in text and constructed relation mentions only between entity mentions in the same sentence. Riedel et al. (2010) observes that evaluating on this corpus underestimates true extraction accuracy because Freebase is incomplete.",The was developed by by aligning relations with the New York Times corpus They used the named entity recognizer to find entity mentions in text and constructed relation mentions only between entity mentions in the same sentence observes that evaluating on this corpus underestimates true extraction accuracy because is incomplete
427,B,P05-1045,D12-1072,0,"(Finkel et al., 2005)","Their aim was to automatically identify both quotes and speakers, and then to attribute each quote to a speaker, in a corpus of classic literature that they compiled themselves. To identify potential speakers they used the Stanford NER tagger (Finkel et al., 2005) and a method outlined in Davis et al. (2003) that allowed them to find nominal character references. They then grouped name variants and pronominal mentions into a coreference chain.",Their aim was to automatically identify both quotes and speakers and then to attribute each quote to speaker in corpus of classic literature that they compiled themselves identify potential speakers they used the tagger and method outlined in that allowed them to find nominal character references They then grouped name variants and pronominal mentions into coreference chain
428,B,P05-1045,D12-1076,1,"(Finkel et al., 2005)","We therefore extract two extra kinds of features, named entities that do not appear in the Wikipedia anchor text dictionary, and biographical information. We use Stanford Named Entity Recognizer(Finkel et al., 2005) to collect named entities which are not in the Wikipedia list. We use regular expressions to extract email address, phone numbers and birth years.",therefore extract extra kinds of features named entities that do not appear in the anchor text dictionary and biographical information use Stanford Named Entity Recognizer to collect named entities which are not in the list use regular expressions to extract email address phone numbers and birth years
